0,0,0,0,0,0,0
1.17013e-08,-1.22753e-08,6.72465e-08,8.89535e-08,1.3894e-08,-3.06682e-08,-6.06548e-08
9.34422e-08,-9.74621e-08,5.35737e-07,7.08096e-07,1.10591e-07,-2.43769e-07,-4.82905e-07
3.14799e-07,-3.26444e-07,1.80059e-06,2.37794e-06,3.71357e-07,-8.17417e-07,-1.62195e-06
7.44844e-07,-7.67907e-07,4.25027e-06,5.60848e-06,8.75789e-07,-1.92504e-06,-3.82605e-06
1.45214e-06,-1.48836e-06,8.26664e-06,1.08993e-05,1.70183e-06,-3.73543e-06,-7.43655e-06
2.50475e-06,-2.55213e-06,1.4225e-05,1.87396e-05,2.92579e-06,-6.41274e-06,-1.2788e-05
3.97024e-06,-4.02142e-06,2.24941e-05,2.96084e-05,4.62233e-06,-1.01166e-05,-2.0208e-05
5.91564e-06,-5.95629e-06,3.34362e-05,4.39743e-05,6.8645e-06,-1.50019e-05,-3.00176e-05
8.4075e-06,-8.41468e-06,4.7407e-05,6.22958e-05,9.72374e-06,-2.12194e-05,-4.25309e-05
1.15119e-05,-1.14524e-05,6.47561e-05,8.50214e-05,1.32699e-05,-2.89149e-05,-5.80554e-05
1.52943e-05,-1.51233e-05,8.58265e-05,0.00011259,1.75713e-05,-3.82301e-05,-7.68921e-05
1.98197e-05,-1.9479e-05,0.000110955,0.000145429,2.26945e-05,-4.93021e-05,-9.93351e-05
2.51527e-05,-2.45692e-05,0.000140471,0.000183957,2.87047e-05,-6.22638e-05,-0.000125672
3.13574e-05,-3.04414e-05,0.0001747,0.000228585,3.56655e-05,-7.72435e-05,-0.000156185
3.84971e-05,-3.71413e-05,0.00021396,0.000279709,4.3639e-05,-9.43654e-05,-0.000191147
4.66349e-05,-4.47124e-05,0.000258561,0.00033772,5.26856e-05,-0.000113749,-0.000230828
5.58333e-05,-5.31964e-05,0.00030881,0.000402998,6.28643e-05,-0.000135511,-0.000275489
6.61543e-05,-6.26329e-05,0.000365006,0.000475912,7.42328e-05,-0.000159761,-0.000325386
7.76593e-05,-7.30596e-05,0.000427443,0.000556824,8.68469e-05,-0.000186608,-0.000380769
9.04094e-05,-8.45121e-05,0.000496408,0.000646084,0.000100761,-0.000216154,-0.000441879
0.000104465,-9.70244e-05,0.000572182,0.000744035,0.000116029,-0.000248497,-0.000508954
0.000119886,-0.000110628,0.000655041,0.00085101,0.000132701,-0.000283734,-0.000582225
0.000136732,-0.000125354,0.000745255,0.000967331,0.000150829,-0.000321954,-0.000661917
0.000155062,-0.00014123,0.000843087,0.00109331,0.00017046,-0.000363245,-0.000748246
0.000174934,-0.000158281,0.000948795,0.00122926,0.000191643,-0.000407688,-0.000841427
0.000196406,-0.000176534,0.00106263,0.00137547,0.000214423,-0.000455364,-0.000941665
0.000219536,-0.000196009,0.00118484,0.00153224,0.000238844,-0.000506346,-0.00104916
0.00024438,-0.000216729,0.00131567,0.00169983,0.00026495,-0.000560707,-0.00116411
0.000270996,-0.000238712,0.00145534,0.00187851,0.000292783,-0.000618512,-0.0012867
0.000299438,-0.000261976,0.0016041,0.00206856,0.000322382,-0.000679825,-0.00141711
0.000329763,-0.000286535,0.00176215,0.00227022,0.000353788,-0.000744707,-0.00155553
0.000362024,-0.000312404,0.00192973,0.00248374,0.000387037,-0.000813211,-0.00170211
0.000396277,-0.000339596,0.00210705,0.00270935,0.000422166,-0.000885392,-0.00185703
0.000432576,-0.000368119,0.0022943,0.00294727,0.000459211,-0.000961297,-0.00202046
0.000470973,-0.000397983,0.0024917,0.00319773,0.000498205,-0.00104097,-0.00219253
0.000511522,-0.000429195,0.00269944,0.00346093,0.00053918,-0.00112445,-0.0023734
0.000554274,-0.00046176,0.0029177,0.00373709,0.000582168,-0.00121178,-0.00256322
0.000599283,-0.000495682,0.00314668,0.00402638,0.000627198,-0.001303,-0.00276212
0.000646598,-0.000530963,0.00338656,0.004329,0.0006743,-0.00139812,-0.00297023
0.000696271,-0.000567603,0.00363751,0.00464513,0.000723501,-0.00149718,-0.00318769
0.000748352,-0.000605602,0.00389971,0.00497493,0.000774827,-0.00160021,-0.0034146
0.000802892,-0.000644955,0.0041733,0.00531857,0.000828303,-0.00170721,-0.0036511
0.000859938,-0.000685661,0.00445847,0.00567619,0.000883953,-0.00181822,-0.00389728
0.000919541,-0.000727711,0.00475535,0.00604796,0.0009418,-0.00193323,-0.00415326
0.000981747,-0.0007711,0.0050641,0.00643399,0.00100186,-0.00205227,-0.00441914
0.00104661,-0.000815817,0.00538487,0.00683443,0.00106417,-0.00217534,-0.004695
0.00111416,-0.000861854,0.00571779,0.0072494,0.00112873,-0.00230244,-0.00498095
0.00118447,-0.000909197,0.00606301,0.00767901,0.00119556,-0.00243358,-0.00527707
0.00125756,-0.000957834,0.00642063,0.00812337,0.00126469,-0.00256874,-0.00558343
0.0013335,-0.00100775,0.00679081,0.00858259,0.00133613,-0.00270793,-0.00590011
0.00141232,-0.00105893,0.00717364,0.00905675,0.00140988,-0.00285113,-0.00622718
0.00149406,-0.00111135,0.00756926,0.00954594,0.00148598,-0.00299833,-0.00656472
0.00157878,-0.001165,0.00797776,0.0100502,0.00156442,-0.00314952,-0.00691277
0.00166651,-0.00121986,0.00839926,0.0105697,0.00164522,-0.00330467,-0.00727139
0.0017573,-0.0012759,0.00883385,0.0111045,0.00172839,-0.00346378,-0.00764064
0.00185119,-0.0013331,0.00928164,0.0116545,0.00181395,-0.0036268,-0.00802057
0.00194823,-0.00139143,0.00974271,0.0122199,0.00190188,-0.00379372,-0.0084112
0.00204845,-0.00145088,0.0102172,0.0128007,0.00199222,-0.0039645,-0.00881258
0.0021519,-0.00151141,0.0107051,0.013397,0.00208495,-0.00413912,-0.00922475
0.00225861,-0.001573,0.0112065,0.0140087,0.00218009,-0.00431753,-0.00964773
0.00236864,-0.00163561,0.0117215,0.0146359,0.00227764,-0.0044997,-0.0100815
0.00248201,-0.00169922,0.0122503,0.0152786,0.0023776,-0.00468558,-0.0105262
0.00259876,-0.00176379,0.0127927,0.0159369,0.00247998,-0.00487514,-0.0109817
0.00271894,-0.00182929,0.013349,0.0166107,0.00258477,-0.00506832,-0.0114481
0.00284258,-0.00189569,0.0139191,0.0173,0.00269198,-0.00526507,-0.0119254
0.00296972,-0.00196294,0.0145032,0.0180048,0.00280161,-0.00546535,-0.0124136
