0.016,3.1483e-05,-1.68126e-05,1.33022e-05,-1.25299e-05,-5.01276e-05,6.24809e-05,7.71734e-05,0.00578377,-0.00306782,0.00246101,-0.00225951,-0.00929471,0.0114399,0.0142449,0.693405,-0.362518,0.299404,-0.260211,-1.13589,1.36177,1.72474
0.017,3.76198e-05,-2.00648e-05,1.59158e-05,-1.49215e-05,-6.00012e-05,7.46138e-05,9.22969e-05,0.00649601,-0.00343965,0.00276898,-0.00252572,-0.0104636,0.0128377,0.0160182,0.730948,-0.381065,0.316505,-0.272133,-1.20176,1.43351,1.82156
0.018,4.44874e-05,-2.3698e-05,1.88459e-05,-1.75852e-05,-7.10766e-05,8.818e-05,0.000109242,0.00724545,-0.0038298,0.00309396,-0.00280361,-0.011698,0.0143064,0.0178876,0.767832,-0.399144,0.333421,-0.283564,-1.26703,1.50373,1.91711
0.019,5.21229e-05,-2.77303e-05,2.21093e-05,-2.05324e-05,-8.34189e-05,0.00010325,0.000128104,0.00803145,-0.00423779,0.00343576,-0.00309269,-0.0129974,0.0158446,0.019852,0.80406,-0.416758,0.350155,-0.294508,-1.3317,1.57243,2.01142
0.02,6.05623e-05,-3.21794e-05,2.57229e-05,-2.37742e-05,-9.70929e-05,0.000119892,0.000148977,0.00885335,-0.00466316,0.00379421,-0.00339247,-0.0143612,0.0174508,0.02191,0.839637,-0.433908,0.366707,-0.304968,-1.39579,1.63963,2.10448
0.021,6.98413e-05,-3.70623e-05,2.97032e-05,-2.73208e-05,-0.000112163,0.000138174,0.000171955,0.00971051,-0.00510545,0.00416912,-0.00370247,-0.0157888,0.0191234,0.0240605,0.874565,-0.450598,0.383078,-0.314948,-1.45929,1.70533,2.19631
0.022,7.99949e-05,-4.23958e-05,3.40666e-05,-3.11823e-05,-0.000128692,0.00015816,0.000197128,0.0106023,-0.0055642,0.0045603,-0.00402221,-0.0172796,0.020861,0.0263022,0.90885,-0.46683,0.399269,-0.324452,-1.5222,1.76955,2.2869
0.023,9.10572e-05,-4.8196e-05,3.88292e-05,-3.53683e-05,-0.000146743,0.000179917,0.000224589,0.011528,-0.00603896,0.00496759,-0.00435121,-0.018833,0.022662,0.0286339,0.942493,-0.482606,0.415282,-0.333481,-1.58452,1.83229,2.37626
0.024,0.000103062,-5.44788e-05,4.40071e-05,-3.98877e-05,-0.000166378,0.000203505,0.000254426,0.012487,-0.00652926,0.00539081,-0.00468901,-0.0204485,0.0245251,0.0310544,0.9755,-0.49793,0.431117,-0.342041,-1.64625,1.89356,2.4644
0.025,0.000116042,-6.12596e-05,4.96161e-05,-4.47491e-05,-0.00018766,0.000228987,0.000286727,0.0134788,-0.00703467,0.00582977,-0.00503514,-0.0221253,0.0264486,0.0335623,1.00787,-0.512803,0.446775,-0.350134,-1.70741,1.95336,2.55132
0.026,0.00013003,-6.85531e-05,5.56718e-05,-4.99606e-05,-0.000210649,0.000256422,0.000321579,0.0145026,-0.00755472,0.0062843,-0.00538913,-0.0238631,0.0284313,0.0361566,1.03962,-0.527229,0.462257,-0.357764,-1.76798,2.01172,2.63704
0.027,0.000145058,-7.63737e-05,6.21898e-05,-5.55298e-05,-0.000235406,0.000285869,0.000359069,0.0155578,-0.00808897,0.00675423,-0.00575051,-0.0256611,0.0304716,0.038836,1.07074,-0.541209,0.477565,-0.364934,-1.82797,2.06863,2.72155
0.028,0.000161156,-8.47356e-05,6.91853e-05,-6.14639e-05,-0.000261991,0.000317384,0.000399279,0.0166439,-0.00863699,0.00723937,-0.00611884,-0.0275188,0.0325681,0.0415993,1.10123,-0.554747,0.492698,-0.371647,-1.88739,2.1241,2.80486
0.029,0.000178356,-9.36522e-05,7.66736e-05,-6.77697e-05,-0.000290464,0.000351023,0.000442295,0.0177601,-0.00919832,0.00773956,-0.00649366,-0.0294357,0.0347193,0.0444453,1.13111,-0.567845,0.507659,-0.377908,-1.94622,2.17815,2.88698
0.03,0.000196686,-0.000103137,8.46694e-05,-7.44533e-05,-0.000320882,0.00038684,0.000488197,0.0189059,-0.00977253,0.00825463,-0.00687451,-0.0314111,0.0369239,0.0473729,1.16038,-0.580505,0.522448,-0.383718,-2.00449,2.23078,2.96792
0.031,0.000216177,-0.000113201,9.31877e-05,-8.15205e-05,-0.000353305,0.000424888,0.000537067,0.0200806,-0.0103592,0.0087844,-0.00726094,-0.0334445,0.0391804,0.0503808,1.18903,-0.592731,0.537067,-0.389083,-2.06217,2.282,3.04767
0.032,0.000236857,-0.000123859,0.000102243,-8.89769e-05,-0.00038779,0.000465218,0.000588985,0.0212837,-0.0109579,0.00932871,-0.00765252,-0.0355352,0.0414875,0.0534678,1.21708,-0.604524,0.551515,-0.394004,-2.11929,2.33182,3.12625
0.033,0.000258754,-0.000135121,0.00011185,-9.68271e-05,-0.000424395,0.00050788,0.000644029,0.0225146,-0.0115681,0.00988738,-0.00804881,-0.0376829,0.0438436,0.0566329,1.24452,-0.615887,0.565795,-0.398486,-2.17583,2.38025,3.20366
0.034,0.000281895,-0.000146999,0.000122023,-0.000105076,-0.000463175,0.000552921,0.000702276,0.0237726,-0.0121895,0.0104602,-0.00844935,-0.0398867,0.0462475,0.0598748,1.27137,-0.626823,0.579907,-0.402531,-2.23181,2.42729,3.27991
0.035,0.000306308,-0.000159503,0.000132775,-0.000113727,-0.000504187,0.00060039,0.000763804,0.0250571,-0.0128216,0.0110471,-0.00885372,-0.0421463,0.0486977,0.0631923,1.29762,-0.637335,0.593852,-0.406144,-2.28721,2.47296,3.355
0.036,0.000332018,-0.000172645,0.000144121,-0.000122784,-0.000547486,0.000650332,0.000828686,0.0263676,-0.013464,0.0116479,-0.0092615,-0.044461,0.0511929,0.0665844,1.32328,-0.647424,0.607631,-0.409328,-2.34205,2.51726,3.42894
0.037,0.000359051,-0.000186435,0.000156075,-0.000132251,-0.000593127,0.000702791,0.000896997,0.0277035,-0.0141163,0.0122623,-0.00967224,-0.0468302,0.0537318,0.0700498,1.34835,-0.657094,0.621245,-0.412085,-2.39633,2.5602,3.50173
0.038,0.000387433,-0.000200881,0.000168651,-0.00014213,-0.000641164,0.000757809,0.00096881,0.0290641,-0.0147781,0.0128903,-0.0100855,-0.0492534,0.0563129,0.0735875,1.37283,-0.666347,0.634695,-0.41442,-2.45004,2.60179,3.57339
0.039,0.000417188,-0.000215994,0.000181861,-0.000152423,-0.000691651,0.00081543,0.0010442,0.030449,-0.0154489,0.0135317,-0.0105009,-0.0517301,0.0589349,0.0771962,1.39674,-0.675185,0.647983,-0.416336,-2.50319,2.64205,3.64391
0.04,0.000448339,-0.000231782,0.000195718,-0.000163132,-0.000744642,0.000875692,0.00112323,0.0318574,-0.0161283,0.0141862,-0.0109181,-0.0542596,0.0615965,0.0808749,1.42006,-0.683612,0.661109,-0.417836,-2.55578,2.68096,3.7133
0.041,0.00048091,-0.000248253,0.000210237,-0.000174259,-0.000800188,0.000938636,0.00120597,0.0332889,-0.0168159,0.0148538,-0.0113365,-0.0568415,0.0642964,0.0846224,1.44282,-0.691629,0.674074,-0.418924,-2.60782,2.71856,3.78157
0.042,0.000514924,-0.000265416,0.00022543,-0.000185805,-0.000858342,0.0010043,0.00129249,0.0347428,-0.0175114,0.0155343,-0.0117558,-0.0594751,0.0670332,0.0884377,1.465,-0.699239,0.686879,-0.419603,-2.65929,2.75484,3.84873
0.043,0.000550403,-0.000283279,0.00024131,-0.000197771,-0.000919155,0.00107271,0.00138287,0.0362187,-0.0182143,0.0162275,-0.0121755,-0.0621599,0.0698057,0.0923195,1.48662,-0.706446,0.699525,-0.419876,-2.71021,2.78982,3.91477
0.044,0.000587369,-0.000301847,0.00025789,-0.000210157,-0.000982679,0.00114392,0.00147715,0.0377159,-0.0189242,0.0169333,-0.0125954,-0.0648953,0.0726124,0.0962668,1.50768,-0.713251,0.712013,-0.419747,-2.76058,2.82349,3.97971
0.045,0.000625842,-0.000321129,0.000275181,-0.000222962,-0.00104896,0.00121795,0.00157542,0.0392339,-0.0196407,0.0176515,-0.0130149,-0.0676808,0.0754522,0.100279,1.52818,-0.719656,0.724344,-0.419219,-2.81039,2.85588,4.04355
0.046,0.000665843,-0.000341131,0.000293197,-0.000236186,-0.00111806,0.00129484,0.00167773,0.0407721,-0.0203634,0.018382,-0.0134337,-0.0705159,0.0783238,0.104354,1.54812,-0.725665,0.73652,-0.418296,-2.85966,2.88699,4.1063
0.047,0.000707393,-0.000361858,0.000311949,-0.000249829,-0.00119001,0.00137461,0.00178415,0.0423299,-0.0210919,0.0191245,-0.0138514,-0.0734,0.0812258,0.108491,1.56752,-0.731281,0.74854,-0.41698,-2.90837,2.91682,4.16797
0.048,0.00075051,-0.000383316,0.00033145,-0.000263888,-0.00126487,0.0014573,0.00189473,0.0439069,-0.0218258,0.019879,-0.0142675,-0.0763325,0.084157,0.112689,1.58637,-0.736504,0.760407,-0.415276,-2.95654,2.94539,4.22855
0.049,0.000795213,-0.000405511,0.000351711,-0.000278363,-0.00134269,0.00154293,0.00200955,0.0455025,-0.0225647,0.0206453,-0.0146818,-0.0793129,0.0871161,0.116948,1.60467,-0.74134,0.772121,-0.413187,-3.00416,2.97271,4.28806
0.05,0.000841521,-0.000428447,0.000372744,-0.000293251,-0.00142351,0.00163154,0.00212865,0.0471161,-0.0233083,0.0214232,-0.0150938,-0.0823406,0.090102,0.121265,1.62243,-0.745788,0.783683,-0.410716,-3.05124,2.99878,4.34649
0.051,0.000889451,-0.000452129,0.000394561,-0.00030855,-0.00150739,0.00172314,0.0022521,0.0487472,-0.0240562,0.0222126,-0.0155031,-0.0854152,0.0931133,0.12564,1.63966,-0.749853,0.795094,-0.407866,-3.09777,3.02361,4.40387
0.052,0.000939021,-0.000476561,0.000417173,-0.000324256,-0.00159436,0.00181777,0.00237995,0.0503952,-0.0248079,0.0230133,-0.0159094,-0.088536,0.0961488,0.130072,1.65636,-0.753537,0.806355,-0.404642,-3.14376,3.04722,4.46019
0.053,0.000990247,-0.000501746,0.000440592,-0.000340368,-0.00168448,0.00191545,0.00251226,0.0520597,-0.0255631,0.0238252,-0.0163123,-0.0917025,0.0992073,0.13456,1.67253,-0.756843,0.817467,-0.401045,-3.18922,3.0696,4.51545
0.054,0.00104315,-0.000527688,0.000464827,-0.00035688,-0.00177778,0.00201619,0.00264909,0.0537401,-0.0263215,0.0246482,-0.0167113,-0.0949142,0.102288,0.139103,1.68818,-0.759772,0.828431,-0.397081,-3.23413,3.09077,4.56967
0.055,0.00109773,-0.00055439,0.000489892,-0.000373789,-0.00187432,0.00212003,0.00279048,0.0554359,-0.0270826,0.0254821,-0.0171063,-0.0981706,0.105388,0.143699,1.7033,-0.762328,0.839248,-0.392751,-3.27851,3.11074,4.62285
0.056,0.00115402,-0.000581854,0.000515795,-0.000391091,-0.00197414,0.00222698,0.0029365,0.0571466,-0.027846,0.0263267,-0.0174967,-0.101471,0.108509,0.148348,1.71791,-0.764513,0.84992,-0.38806,-3.32235,3.12951,4.675
0.057,0.00121203,-0.000610083,0.000542548,-0.000408781,-0.00207728,0.00233705,0.0030872,0.0588715,-0.0286115,0.0271819,-0.0178823,-0.104815,0.111647,0.153049,1.732,-0.76633,0.860446,-0.383011,-3.36566,3.1471,4.72612
0.058,0.00127177,-0.000639077,0.000570162,-0.000426854,-0.00218378,0.00245028,0.00324262,0.0606104,-0.0293785,0.0280475,-0.0182626,-0.108202,0.114802,0.1578,1.74558,-0.767781,0.870828,-0.377607,-3.40843,3.16351,4.77621
0.059,0.00133326,-0.00066884,0.000598647,-0.000445304,-0.00229369,0.00256666,0.00340281,0.0623626,-0.0301469,0.0289235,-0.0186374,-0.111632,0.117974,0.162601,1.75866,-0.768869,0.881068,-0.371852,-3.45068,3.17875,4.82529
0.06,0.0013965,-0.000699372,0.000628013,-0.000464126,-0.00240706,0.00268623,0.00356784,0.0641275,-0.0309162,0.0298096,-0.0190062,-0.115103,0.12116,0.16745,1.77124,-0.769596,0.891165,-0.365749,-3.4924,3.19283,4.87336
0.061,0.00146151,-0.000730673,0.000658269,-0.000483314,-0.00252392,0.00280899,0.00373773,0.0659049,-0.031686,0.0307057,-0.0193688,-0.118616,0.124359,0.172347,1.78332,-0.769965,0.901122,-0.359302,-3.53359,3.20576,4.92043
0.062,0.00152831,-0.000762744,0.000689427,-0.000502862,-0.00264431,0.00293495,0.00391255,0.067694,-0.032456,0.0316118,-0.0197247,-0.12217,0.127571,0.177291,1.7949,-0.769978,0.910938,-0.352513,-3.57425,3.21755,4.96649
0.063,0.00159691,-0.000795585,0.000721496,-0.000522762,-0.00276827,0.00306413,0.00409233,0.0694945,-0.0332258,0.0325276,-0.0200737,-0.125765,0.130794,0.18228,1.806,-0.769639,0.920616,-0.345387,-3.61439,3.2282,5.01157
0.064,0.00166731,-0.000829195,0.000754486,-0.000543007,-0.00289585,0.00319654,0.00427712,0.0713058,-0.0339951,0.033453,-0.0204154,-0.129399,0.134027,0.187314,1.8166,-0.768949,0.930155,-0.337926,-3.65401,3.23773,5.05565
0.065,0.00173952,-0.000863574,0.000788405,-0.00056359,-0.00302708,0.00333219,0.00446697,0.0731276,-0.0347636,0.0343878,-0.0207494,-0.133073,0.137269,0.192391,1.82673,-0.767911,0.939558,-0.330134,-3.6931,3.24613,5.09876
0.066,0.00181356,-0.000898722,0.000823264,-0.000584503,-0.00316201,0.00347108,0.00466192,0.0749591,-0.0355308,0.035332,-0.0210755,-0.136785,0.140519,0.197511,1.83637,-0.766528,0.948825,-0.322015,-3.73168,3.25343,5.14089
0.067,0.00188944,-0.000934636,0.000859072,-0.000605738,-0.00330066,0.00361323,0.004862,0.0768001,-0.0362965,0.0362854,-0.0213934,-0.140536,0.143775,0.202672,1.84554,-0.764803,0.957956,-0.313571,-3.76974,3.25963,5.18205
0.068,0.00196717,-0.000971314,0.000895838,-0.000627287,-0.00344309,0.00375864,0.00506727,0.0786501,-0.0370603,0.0372479,-0.0217026,-0.144324,0.147038,0.207875,1.85423,-0.762737,0.966954,-0.304807,-3.80728,3.26474,5.22224
0.069,0.00204675,-0.00100876,0.000933571,-0.00064914,-0.00358932,0.00390731,0.00527777,0.0805084,-0.0378219,0.0382193,-0.0220029,-0.14815,0.150304,0.213117,1.86246,-0.760333,0.975819,-0.295725,-3.8443,3.26877,5.26148
0.07,0.00212819,-0.00104696,0.00097228,-0.000671289,-0.0037394,0.00405925,0.00549352,0.0823748,-0.0385809,0.0391995,-0.0222939,-0.152013,0.153575,0.218397,1.87022,-0.757595,0.984551,-0.28633,-3.88082,3.27172,5.29977
0.071,0.0022115,-0.00108592,0.00101197,-0.000693725,-0.00389336,0.00421446,0.00571457,0.0842487,-0.039337,0.0401884,-0.0225754,-0.155912,0.156848,0.223716,1.87753,-0.754524,0.993153,-0.276624,-3.91682,3.27361,5.33711
0.072,0.00229669,-0.00112563,0.00105266,-0.000716437,-0.00405124,0.00437294,0.00594096,0.0861297,-0.0400898,0.0411858,-0.0228471,-0.159846,0.160122,0.229071,1.88437,-0.751123,1.00162,-0.26661,-3.95231,3.27444,5.37351
0.073,0.00238376,-0.00116609,0.00109435,-0.000739416,-0.00421307,0.0045347,0.00617273,0.0880173,-0.0408391,0.0421916,-0.0231085,-0.163816,0.163396,0.234463,1.89076,-0.747394,1.00997,-0.256293,-3.98729,3.27422,5.40898
0.074,0.00247272,-0.00120731,0.00113705,-0.000762651,-0.00437888,0.00469973,0.0064099,0.0899111,-0.0415845,0.0432057,-0.0233595,-0.167821,0.16667,0.239889,1.89671,-0.743341,1.01818,-0.245675,-4.02176,3.27296,5.44352
0.075,0.00256358,-0.00124926,0.00118076,-0.000786131,-0.00454872,0.00486804,0.00665252,0.0918106,-0.0423257,0.0442279,-0.0235998,-0.171859,0.169942,0.245349,1.9022,-0.738966,1.02627,-0.234761,-4.05573,3.27067,5.47713
0.076,0.00265635,-0.00129196,0.0012255,-0.000809846,-0.00472261,0.00503962,0.00690061,0.0937154,-0.0430623,0.0452582,-0.023829,-0.175932,0.173211,0.250843,1.90726,-0.734271,1.03423,-0.223552,-4.0892,3.26736,5.50983
0.077,0.00275102,-0.00133539,0.00127128,-0.000833785,-0.00490059,0.00521446,0.00715421,0.095625,-0.0437941,0.0462963,-0.0240468,-0.180038,0.176476,0.256369,1.91187,-0.729259,1.04207,-0.212054,-4.12216,3.26303,5.54162
0.078,0.0028476,-0.00137954,0.0013181,-0.000857936,-0.0050827,0.00539257,0.00741336,0.097539,-0.0445207,0.0473422,-0.024253,-0.184176,0.179736,0.261926,1.91606,-0.723932,1.04978,-0.200269,-4.15462,3.2577,5.5725
0.079,0.0029461,-0.00142443,0.00136597,-0.000882287,-0.00526896,0.00557393,0.00767808,0.0994569,-0.0452419,0.0483958,-0.0244472,-0.188347,0.182991,0.267513,1.91981,-0.718294,1.05737,-0.1882,-4.18658,3.25137,5.60249
0.08,0.00304651,-0.00147003,0.00141489,-0.000906827,-0.0054594,0.00575855,0.0079484,0.101378,-0.0459572,0.0494569,-0.0246293,-0.192549,0.186239,0.27313,1.92313,-0.712346,1.06484,-0.175851,-4.21805,3.24405,5.63158
0.081,0.00314885,-0.00151634,0.00146488,-0.000931542,-0.00565407,0.0059464,0.00822435,0.103303,-0.0466665,0.0505255,-0.0247988,-0.196783,0.189479,0.278776,1.92603,-0.706091,1.07218,-0.163225,-4.24901,3.23576,5.65978
0.082,0.00325312,-0.00156336,0.00151595,-0.00095642,-0.00585298,0.0061375,0.00850596,0.10523,-0.0473693,0.0516013,-0.0249556,-0.201047,0.19271,0.28445,1.92851,-0.699531,1.07941,-0.150326,-4.27949,3.22649,5.68711
0.083,0.00335931,-0.00161107,0.00156809,-0.000981449,-0.00605617,0.00633182,0.00879325,0.10716,-0.0480654,0.0526842,-0.0250994,-0.205341,0.195931,0.29015,1.93058,-0.69267,1.08651,-0.137158,-4.30947,3.21626,5.71355
0.084,0.00346744,-0.00165948,0.00162132,-0.00100661,-0.00626367,0.00652936,0.00908627,0.109091,-0.0487545,0.0537743,-0.0252299,-0.209666,0.199142,0.295877,1.93223,-0.68551,1.0935,-0.123722,-4.33895,3.20508,5.73913
0.085,0.0035775,-0.00170858,0.00167564,-0.0010319,-0.00647551,0.0067301,0.00938502,0.111024,-0.0494364,0.0548712,-0.0253468,-0.214019,0.202341,0.301628,1.93348,-0.678053,1.10038,-0.110024,-4.36795,3.19295,5.76385
0.086,0.00368949,-0.00175835,0.00173106,-0.0010573,-0.00669172,0.00693404,0.00968953,0.112958,-0.0501106,0.055975,-0.0254498,-0.218401,0.205528,0.307404,1.93432,-0.670302,1.10713,-0.0960661,-4.39646,3.17988,5.7877
0.087,0.00380341,-0.0018088,0.00178759,-0.0010828,-0.00691232,0.00714115,0.00999983,0.114893,-0.0507769,0.0570854,-0.0255388,-0.222812,0.208701,0.313203,1.93476,-0.66226,1.11377,-0.0818518,-4.42448,3.16589,5.8107
0.088,0.00391927,-0.00185991,0.00184524,-0.00110838,-0.00713735,0.00735143,0.0103159,0.116828,-0.051435,0.0582025,-0.0256135,-0.22725,0.211859,0.319025,1.9348,-0.653928,1.1203,-0.0673846,-4.45202,3.15098,5.83286
0.089,0.00403707,-0.00191167,0.001904,-0.00113402,-0.00736683,0.00756487,0.0106379,0.118762,-0.0520846,0.059326,-0.0256735,-0.231716,0.215002,0.324869,1.93445,-0.645311,1.12671,-0.0526678,-4.47907,3.13516,5.85418
0.09,0.0041568,-0.00196407,0.00196389,-0.00115972,-0.00760079,0.00778143,0.0109657,0.120696,-0.0527255,0.0604559,-0.0257187,-0.236208,0.218129,0.330733,1.93371,-0.636409,1.13301,-0.0377049,-4.50564,3.11843,5.87466
0.091,0.00427846,-0.00201711,0.00202491,-0.00118545,-0.00783926,0.00800112,0.0112994,0.12263,-0.0533573,0.061592,-0.0257488,-0.240727,0.221239,0.336618,1.93258,-0.627226,1.1392,-0.0224993,-4.53173,3.10081,5.89431
0.092,0.00440206,-0.00207078,0.00208708,-0.00121121,-0.00808226,0.00822391,0.0116389,0.124561,-0.0539799,0.0627342,-0.0257636,-0.245272,0.224331,0.342521,1.93107,-0.617765,1.14528,-0.00705434,-4.55734,3.08231,5.91314
0.093,0.00452758,-0.00212507,0.00215038,-0.00123698,-0.00832981,0.00844977,0.0119844,0.126492,-0.0545928,0.0638825,-0.0257629,-0.249841,0.227403,0.348444,1.92919,-0.608027,1.15125,0.00862658,-4.58247,3.06293,5.93116
0.094,0.00465504,-0.00217997,0.00221484,-0.00126273,-0.00858195,0.00867871,0.0123358,0.12842,-0.0551958,0.0650367,-0.0257463,-0.254436,0.230456,0.354384,1.92692,-0.598016,1.15712,0.0245401,-4.60713,3.04268,5.94836
0.095,0.00478442,-0.00223546,0.00228046,-0.00128846,-0.00883869,0.00891068,0.0126932,0.130345,-0.0557887,0.0661967,-0.0257137,-0.259056,0.233488,0.36034,1.92429,-0.587733,1.16287,0.0406827,-4.63131,3.02157,5.96476
0.096,0.00491573,-0.00229154,0.00234724,-0.00131415,-0.00910007,0.00914568,0.0130565,0.132268,-0.0563712,0.0673624,-0.0256649,-0.263699,0.236499,0.366313,1.92129,-0.577183,1.16852,0.0570511,-4.65501,2.99962,5.98035
0.097,0.00504896,-0.0023482,0.00241519,-0.00133979,-0.0093661,0.00938367,0.0134258,0.134188,-0.056943,0.0685337,-0.0255995,-0.268365,0.239487,0.372301,1.91793,-0.566366,1.17407,0.0736419,-4.67825,2.97682,5.99516
0.098,0.0051841,-0.00240542,0.00248431,-0.00136535,-0.0096368,0.00962464,0.0138011,0.136104,-0.0575039,0.0697105,-0.0255175,-0.273055,0.242452,0.378303,1.91421,-0.555286,1.17951,0.0904517,-4.70102,2.95319,6.00917
0.099,0.00532116,-0.0024632,0.00255461,-0.00139082,-0.00991221,0.00986857,0.0141824,0.138016,-0.0580535,0.0708927,-0.0254186,-0.277767,0.245393,0.384319,1.91013,-0.543945,1.18484,0.107477,-4.72332,2.92873,6.02241
0.1,0.00546013,-0.00252153,0.00262609,-0.00141618,-0.0101923,0.0101154,0.0145698,0.139924,-0.0585917,0.0720802,-0.0253025,-0.282502,0.24831,0.390347,1.9057,-0.532346,1.19008,0.124715,-4.74515,2.90345,6.03487
0.101,0.00560101,-0.00258038,0.00269877,-0.00144142,-0.0104772,0.0103652,0.0149631,0.141827,-0.0591181,0.0732728,-0.0251691,-0.287257,0.2512,0.396388,1.90092,-0.520491,1.19521,0.142161,-4.76651,2.87737,6.04656
0.102,0.00574379,-0.00263976,0.00277264,-0.00146651,-0.0107669,0.0106178,0.0153625,0.143726,-0.0596326,0.0744705,-0.0250181,-0.292034,0.254064,0.40244,1.8958,-0.508383,1.20025,0.159813,-4.78741,2.85049,6.05748
0.103,0.00588846,-0.00269964,0.00284771,-0.00149145,-0.0110613,0.0108733,0.015768,0.145619,-0.0601348,0.0756733,-0.0248494,-0.296832,0.256901,0.408503,1.89033,-0.496025,1.20518,0.177667,-4.80785,2.82282,6.06765
0.104,0.00603502,-0.00276002,0.00292399,-0.0015162,-0.0113605,0.0111316,0.0161795,0.147506,-0.0606245,0.0768809,-0.0246627,-0.30165,0.259709,0.414575,1.88453,-0.483419,1.21002,0.195719,-4.82783,2.79437,6.07706
