0.023,-0.000619059,0.000343423,0.000505634,-0.000458208,-0.000691248,-0.000675148,-0.0752071,0.0411339,0.0634824,-0.057845,-0.0845072,-0.0818292,-5.60479,2.95867,5.10044,-4.69901,-6.3913,-6.06375
0.024,-0.00069709,0.000386045,0.000571694,-0.000518429,-0.000778977,-0.000760031,-0.0808743,0.0441176,0.0686667,-0.0626243,-0.0909763,-0.087958,-5.72825,3.0077,5.26748,-4.85905,-6.54542,-6.19219
0.025,-0.000780848,0.000431674,0.000643022,-0.000583509,-0.00087325,-0.000851106,-0.0866606,0.0471473,0.0740159,-0.0675619,-0.0975949,-0.0942102,-5.84286,3.05086,5.43035,-5.01552,-6.69032,-6.31069
0.026,-0.000870448,0.000480353,0.00071978,-0.000653604,-0.000974213,-0.00094849,-0.0925572,0.0502173,0.079526,-0.0726542,-0.104354,-0.100576,-5.94876,3.08823,5.58912,-5.16845,-6.82613,-6.41941
0.027,-0.000965996,0.00053212,0.000802126,-0.000728868,-0.001082,-0.00105229,-0.0985553,0.0533219,0.0851928,-0.0778976,-0.111244,-0.107046,-6.0461,3.11991,5.74383,-5.31784,-6.95296,-6.51851
0.028,-0.00106759,0.000587006,0.000890216,-0.000809449,-0.00119674,-0.00116261,-0.104647,0.0564553,0.0910123,-0.0832887,-0.118257,-0.11361,-6.135,3.14599,5.89452,-5.46373,-7.07096,-6.60815
0.029,-0.00117532,0.000645038,0.0009842,-0.000895493,-0.00131855,-0.00127954,-0.110823,0.059612,0.0969805,-0.0888239,-0.125383,-0.120259,-6.21562,3.16654,6.04124,-5.60612,-7.18026,-6.68849
0.03,-0.00128926,0.000706236,0.00108423,-0.000987144,-0.00144754,-0.00140316,-0.117075,0.0627866,0.103094,-0.0944998,-0.132615,-0.126984,-6.2881,3.18168,6.18405,-5.74502,-7.28098,-6.75968
0.031,-0.00140949,0.000770615,0.00119043,-0.00108454,-0.00158381,-0.00153353,-0.123396,0.0659736,0.109347,-0.100313,-0.139942,-0.133775,-6.35257,3.19148,6.32299,-5.88046,-7.37325,-6.82188
0.032,-0.00153607,0.000838186,0.00130297,-0.00118781,-0.00172746,-0.00167073,-0.129778,0.0691678,0.115738,-0.10626,-0.147358,-0.140625,-6.40917,3.19604,6.4581,-6.01245,-7.45721,-6.87526
0.033,-0.00166906,0.000908952,0.00142196,-0.0012971,-0.00187856,-0.0018148,-0.136212,0.072364,0.122262,-0.112337,-0.154854,-0.147523,-6.45805,3.19546,6.58945,-6.141,-7.53299,-6.91998
0.034,-0.00180851,0.000982913,0.00154753,-0.00141253,-0.00203719,-0.00196579,-0.142691,0.075557,0.128916,-0.11854,-0.162422,-0.154462,-6.49935,3.18981,6.71706,-6.26613,-7.60071,-6.95618
0.035,-0.00195446,0.00106006,0.00167983,-0.00153422,-0.00220342,-0.00212373,-0.149208,0.0787419,0.135695,-0.124868,-0.170053,-0.161433,-6.5332,3.17919,6.84101,-6.38785,-7.66051,-6.98404
0.036,-0.00210694,0.00114039,0.00181896,-0.0016623,-0.00237731,-0.00228866,-0.155755,0.0819138,0.142597,-0.131315,-0.17774,-0.168427,-6.55975,3.16369,6.96132,-6.50619,-7.71251,-7.00371
0.037,-0.00226598,0.00122388,0.00196506,-0.00179689,-0.00255892,-0.00246059,-0.162325,0.0850677,0.149617,-0.137879,-0.185475,-0.175437,-6.57914,3.1434,7.07805,-6.62115,-7.75685,-7.01535
0.038,-0.00243159,0.00131052,0.00211824,-0.0019381,-0.00274828,-0.00263954,-0.168911,0.088199,0.156752,-0.144556,-0.193251,-0.182455,-6.59151,3.11842,7.19125,-6.73275,-7.79366,-7.01912
0.039,-0.0026038,0.00140027,0.0022786,-0.00208604,-0.00294543,-0.0028255,-0.175506,0.091303,0.163998,-0.151343,-0.20106,-0.189473,-6.59699,3.08883,7.30097,-6.84101,-7.82307,-7.01518
0.04,-0.00278261,0.00149312,0.00244627,-0.00224082,-0.00315041,-0.00301848,-0.182103,0.0943752,0.171352,-0.158237,-0.208895,-0.196483,-6.59573,3.05473,7.40725,-6.94595,-7.84521,-7.00369
0.041,-0.002968,0.00158901,0.00262134,-0.00240255,-0.00336323,-0.00321846,-0.188695,0.097411,0.178811,-0.165234,-0.216748,-0.203478,-6.58787,3.0162,7.51015,-7.04757,-7.8602,-6.98481
0.042,-0.00315999,0.00168792,0.00280392,-0.00257132,-0.00358391,-0.00342543,-0.195276,0.100406,0.186372,-0.172331,-0.224613,-0.21045,-6.57355,2.97334,7.6097,-7.14589,-7.86818,-6.95869
0.043,-0.00335855,0.00178981,0.00299412,-0.00274724,-0.00381246,-0.00363935,-0.20184,0.103356,0.19403,-0.179525,-0.232482,-0.217393,-6.55292,2.92623,7.70597,-7.24094,-7.86929,-6.9255
0.044,-0.00356366,0.00189462,0.00319202,-0.0029304,-0.00404887,-0.0038602,-0.20838,0.106257,0.201782,-0.186812,-0.240349,-0.224299,-6.5261,2.87497,7.79899,-7.33272,-7.86364,-6.88539
0.045,-0.0037753,0.00200231,0.00339771,-0.0031209,-0.00429315,-0.00408794,-0.21489,0.109105,0.209627,-0.194189,-0.248207,-0.231162,-6.49324,2.81965,7.88881,-7.42125,-7.85137,-6.83853
0.046,-0.00399343,0.00211281,0.0036113,-0.00331881,-0.00454528,-0.00432251,-0.221365,0.111895,0.217559,-0.201653,-0.25605,-0.237974,-6.45449,2.76036,7.97549,-7.50655,-7.83261,-6.78507
0.047,-0.00421802,0.00222608,0.00383286,-0.00352423,-0.00480524,-0.00456387,-0.227797,0.114624,0.225577,-0.209201,-0.26387,-0.24473,-6.40998,2.69719,8.05907,-7.58862,-7.80749,-6.72517
0.048,-0.00444901,0.00234204,0.00406248,-0.00373724,-0.00507301,-0.00481195,-0.234183,0.117288,0.233676,-0.216829,-0.271663,-0.251422,-6.35985,2.63023,8.13961,-7.6675,-7.77615,-6.659
0.049,-0.00468637,0.00246063,0.00430024,-0.00395792,-0.00534856,-0.00506669,-0.240515,0.119884,0.241855,-0.224535,-0.279421,-0.258045,-6.30424,2.55957,8.21714,-7.74318,-7.7387,-6.58671
0.05,-0.00493002,0.00258178,0.00454621,-0.00418634,-0.00563184,-0.00532801,-0.246789,0.122406,0.250109,-0.232315,-0.287138,-0.264594,-6.2433,2.4853,8.29171,-7.8157,-7.69529,-6.50845
0.051,-0.00517992,0.00270542,0.00480048,-0.00442257,-0.00592282,-0.00559585,-0.253,0.124853,0.258437,-0.240165,-0.294809,-0.27106,-6.17717,2.40752,8.36338,-7.88506,-7.64603,-6.4244
0.052,-0.005436,0.00283146,0.00506311,-0.00466669,-0.00622144,-0.0058701,-0.259142,0.12722,0.266835,-0.248084,-0.302428,-0.27744,-6.10597,2.32631,8.43219,-7.95127,-7.59107,-6.33471
0.053,-0.00569818,0.00295983,0.00533417,-0.00491876,-0.00652766,-0.0061507,-0.26521,0.129504,0.275301,-0.256067,-0.30999,-0.283728,-6.02987,2.24176,8.4982,-8.01437,-7.53054,-6.23953
0.054,-0.0059664,0.00309044,0.00561373,-0.00517884,-0.0068414,-0.00643753,-0.2712,0.131703,0.283831,-0.264112,-0.317488,-0.289918,-5.94898,2.15397,8.56144,-8.07435,-7.46455,-6.13903
0.055,-0.00624056,0.0032232,0.00590186,-0.005447,-0.00716261,-0.0067305,-0.277107,0.133811,0.292423,-0.272215,-0.324917,-0.296004,-5.86347,2.06303,8.62197,-8.13124,-7.39325,-6.03337
0.056,-0.00652058,0.00335803,0.0061986,-0.00572329,-0.00749121,-0.0070295,-0.282926,0.135828,0.301074,-0.280373,-0.332272,-0.301983,-5.77346,1.96902,8.67984,-8.18504,-7.31676,-5.9227
0.057,-0.00680638,0.00349483,0.00650402,-0.00600777,-0.00782713,-0.00733443,-0.288652,0.137748,0.309781,-0.288584,-0.339549,-0.307848,-5.6791,1.87204,8.73508,-8.23579,-7.23522,-5.80719
0.058,-0.00709785,0.0036335,0.00681818,-0.00630047,-0.00817028,-0.00764516,-0.294283,0.139571,0.318543,-0.296844,-0.346741,-0.313596,-5.58052,1.77217,8.78777,-8.28349,-7.14875,-5.68699
0.059,-0.00739491,0.00377394,0.00714113,-0.00660147,-0.00852058,-0.00796158,-0.299812,0.141292,0.327356,-0.30515,-0.353845,-0.319221,-5.47788,1.66952,8.83793,-8.32815,-7.05749,-5.56226
0.06,-0.00769744,0.00391604,0.00747291,-0.00691079,-0.00887794,-0.00828356,-0.305237,0.142909,0.336218,-0.313499,-0.360855,-0.324719,-5.3713,1.56417,8.88562,-8.3698,-6.96156,-5.43317
0.061,-0.00800535,0.00405972,0.00781358,-0.00722848,-0.00924226,-0.00861097,-0.310553,0.144419,0.345127,-0.321888,-0.367766,-0.330086,-5.26093,1.4562,8.93088,-8.40845,-6.86109,-5.29987
0.062,-0.00831851,0.00420485,0.00816318,-0.00755458,-0.00961344,-0.00894368,-0.315758,0.14582,0.354079,-0.330315,-0.374575,-0.335317,-5.14691,1.34572,8.97377,-8.44411,-6.75622,-5.16252
0.063,-0.00863682,0.00435132,0.00852175,-0.00788912,-0.00999137,-0.00928156,-0.320846,0.14711,0.363073,-0.338775,-0.381277,-0.340409,-5.02938,1.23281,9.01433,-8.4768,-6.64708,-5.02128
0.064,-0.00896016,0.00449903,0.00888934,-0.00823214,-0.010376,-0.00962445,-0.325815,0.148285,0.372107,-0.347267,-0.387868,-0.345358,-4.90848,1.11757,9.05262,-8.50653,-6.53379,-4.87631
0.065,-0.00928841,0.00464785,0.00926598,-0.00858366,-0.0107671,-0.00997223,-0.330662,0.149344,0.381178,-0.355788,-0.394344,-0.350161,-4.78436,1.00007,9.08867,-8.53333,-6.41649,-4.72776
0.066,-0.00962145,0.00479768,0.0096517,-0.00894372,-0.0111646,-0.0103247,-0.335383,0.150285,0.390284,-0.364333,-0.4007,-0.354813,-4.65714,0.880424,9.12254,-8.5572,-6.29531,-4.57581
0.067,-0.00995914,0.00494838,0.0100466,-0.00931234,-0.0115684,-0.0106818,-0.339975,0.151104,0.399422,-0.372901,-0.406933,-0.359311,-4.52698,0.758711,9.15428,-8.57817,-6.17037,-4.4206
0.068,-0.0103014,0.00509985,0.0104506,-0.00968953,-0.0119784,-0.0110433,-0.344436,0.151801,0.408591,-0.381488,-0.413039,-0.363653,-4.394,0.635024,9.18393,-8.59624,-6.04181,-4.2623
0.069,-0.010648,0.00525194,0.0108637,-0.0100753,-0.0123945,-0.0114091,-0.348762,0.152374,0.417789,-0.390092,-0.419015,-0.367835,-4.25837,0.509453,9.21154,-8.61143,-5.90976,-4.10106
0.07,-0.0109988,0.00540455,0.0112861,-0.0104697,-0.0128164,-0.0117789,-0.352952,0.15282,0.427014,-0.39871,-0.424858,-0.371854,-4.1202,0.38209,9.23716,-8.62377,-5.77435,-3.93705
0.071,-0.0113538,0.00555754,0.0117178,-0.0108727,-0.0132441,-0.0121527,-0.357002,0.153137,0.436263,-0.407339,-0.430563,-0.375708,-3.97965,0.253025,9.26084,-8.63325,-5.63571,-3.77042
0.072,-0.0117128,0.00571078,0.0121587,-0.0112844,-0.0136775,-0.0125303,-0.36091,0.153325,0.445535,-0.415976,-0.436128,-0.379394,-3.83685,0.122349,9.28263,-8.63991,-5.49396,-3.60134
0.073,-0.0120756,0.00586415,0.0126089,-0.0117047,-0.0141163,-0.0129114,-0.364675,0.153382,0.454828,-0.424618,-0.44155,-0.38291,-3.69195,-0.00984707,9.30257,-8.64375,-5.34925,-3.42995
0.074,-0.0124421,0.0060175,0.0130683,-0.0121336,-0.0145605,-0.013296,-0.368294,0.153305,0.464139,-0.433262,-0.446826,-0.386253,-3.54508,-0.143473,9.32071,-8.64479,-5.20169,-3.25643
0.075,-0.0128121,0.00617071,0.0135371,-0.0125712,-0.0150099,-0.0136839,-0.371764,0.153094,0.473469,-0.441907,-0.451952,-0.389422,-3.39639,-0.278437,9.33711,-8.64305,-5.05143,-3.08093
0.076,-0.0131856,0.00632365,0.0140153,-0.0130175,-0.0154644,-0.0140748,-0.375086,0.152748,0.482813,-0.450548,-0.456928,-0.392415,-3.24602,-0.414649,9.35181,-8.63854,-4.89858,-2.90361
0.077,-0.0135623,0.00647616,0.0145028,-0.0134723,-0.0159237,-0.0144687,-0.378256,0.152265,0.492172,-0.459183,-0.461749,-0.395229,-3.0941,-0.552018,9.36485,-8.63128,-4.74329,-2.72463
0.078,-0.013942,0.00662813,0.0149996,-0.0139358,-0.0163878,-0.0148652,-0.381274,0.151643,0.501542,-0.467809,-0.466413,-0.397863,-2.94078,-0.690454,9.37629,-8.62128,-4.58568,-2.54414
0.079,-0.0143247,0.0067794,0.0155059,-0.0144079,-0.0168565,-0.0152643,-0.384137,0.150883,0.510924,-0.476424,-0.470919,-0.400317,-2.7862,-0.829865,9.38617,-8.60855,-4.42587,-2.36231
0.08,-0.0147103,0.00692985,0.0160215,-0.0148887,-0.0173296,-0.0156658,-0.386846,0.149983,0.520314,-0.485026,-0.475265,-0.402588,-2.63049,-0.970161,9.39454,-8.59313,-4.26401,-2.1793
0.081,-0.0150984,0.00707932,0.0165465,-0.015378,-0.017807,-0.0160694,-0.389398,0.148943,0.529712,-0.49361,-0.479447,-0.404675,-2.47381,-1.11125,9.40146,-8.57501,-4.10023,-1.99527
0.082,-0.015489,0.00722769,0.0170809,-0.0158759,-0.0182885,-0.0164751,-0.391793,0.147761,0.539117,-0.502175,-0.483464,-0.406578,-2.31628,-1.25304,9.40696,-8.55421,-3.93464,-1.81037
0.083,-0.0158819,0.0073748,0.0176247,-0.0163823,-0.0187739,-0.0168825,-0.39403,0.146436,0.548526,-0.510717,-0.487316,-0.408296,-2.15806,-1.39545,9.4111,-8.53075,-3.76739,-1.62476
0.084,-0.016277,0.00752051,0.018178,-0.0168973,-0.019263,-0.0172916,-0.396109,0.14497,0.557938,-0.519235,-0.490999,-0.409827,-1.99927,-1.53838,9.41393,-8.50465,-3.5986,-1.43861
0.085,-0.0166741,0.00766469,0.0187406,-0.0174208,-0.0197558,-0.0177021,-0.398029,0.14336,0.567353,-0.527726,-0.494512,-0.411173,-1.84006,-1.68174,9.41548,-8.47593,-3.4284,-1.25207
0.086,-0.017073,0.00780718,0.0193127,-0.0179527,-0.020252,-0.0181139,-0.399789,0.141606,0.576769,-0.536186,-0.497855,-0.412331,-1.68058,-1.82544,9.41582,-8.44458,-3.25693,-1.06531
0.087,-0.0174736,0.00794785,0.0198941,-0.0184931,-0.0207515,-0.0185267,-0.40139,0.139709,0.586184,-0.544614,-0.501026,-0.413303,-1.52096,-1.96938,9.41499,-8.41064,-3.08431,-0.87847
0.088,-0.0178757,0.00808655,0.020485,-0.019042,-0.021254,-0.0189404,-0.402831,0.137667,0.595598,-0.553007,-0.504023,-0.414088,-1.36134,-2.11349,9.41304,-8.37412,-2.91068,-0.691724
0.089,-0.0182792,0.00822314,0.0210853,-0.0195991,-0.0217595,-0.0193548,-0.404112,0.135482,0.60501,-0.561361,-0.506847,-0.414687,-1.20186,-2.25767,9.41001,-8.33503,-2.73616,-0.505227
0.09,-0.0186839,0.00835747,0.0216951,-0.0201647,-0.0222676,-0.0197697,-0.405235,0.133152,0.614418,-0.569676,-0.509495,-0.415099,-1.04266,-2.40182,9.40596,-8.29339,-2.56088,-0.31914
0.091,-0.0190896,0.0084894,0.0223142,-0.0207385,-0.0227784,-0.020185,-0.406198,0.130678,0.623822,-0.577947,-0.511968,-0.415325,-0.883891,-2.54586,9.40092,-8.24922,-2.38498,-0.13362
0.092,-0.0194962,0.00861878,0.0229427,-0.0213205,-0.0232915,-0.0206003,-0.407003,0.12806,0.63322,-0.586173,-0.514265,-0.415366,-0.725684,-2.68969,9.39496,-8.20252,-2.20859,0.0511728
0.093,-0.0199036,0.00874547,0.0235806,-0.0219108,-0.0238069,-0.0210156,-0.407649,0.125299,0.642611,-0.594352,-0.516385,-0.415223,-0.568181,-2.83323,9.38812,-8.15332,-2.03183,0.235079
0.094,-0.0203115,0.00886933,0.0242279,-0.0225092,-0.0243242,-0.0214307,-0.408139,0.122394,0.651996,-0.602479,-0.518329,-0.414897,-0.411524,-2.97638,9.38045,-8.10163,-1.85484,0.41794
0.095,-0.0207198,0.00899021,0.0248846,-0.0231158,-0.0248435,-0.0218454,-0.408473,0.119346,0.661372,-0.610554,-0.520095,-0.414388,-0.255851,-3.11906,9.37199,-8.04747,-1.67775,0.599596
0.096,-0.0211284,0.00910797,0.0255507,-0.0237303,-0.0253644,-0.0222594,-0.408651,0.116156,0.670739,-0.618573,-0.521684,-0.413698,-0.101305,-3.26117,9.36279,-7.99085,-1.50068,0.779888
0.097,-0.0215371,0.00922247,0.0262261,-0.0243529,-0.0258868,-0.0226727,-0.408676,0.112824,0.680097,-0.626535,-0.523096,-0.412828,0.0519744,-3.40262,9.3529,-7.93178,-1.32377,0.958657
0.098,-0.0219457,0.00933357,0.0269108,-0.0249834,-0.0264105,-0.023085,-0.408548,0.109351,0.689445,-0.634436,-0.524332,-0.411781,0.203847,-3.54332,9.34238,-7.87029,-1.14715,1.13574
0.099,-0.0223541,0.00944113,0.027605,-0.0256217,-0.0269354,-0.0234962,-0.408269,0.105738,0.698782,-0.642275,-0.525391,-0.410558,0.354172,-3.68318,9.33126,-7.80639,-0.970946,1.31099
0.1,-0.0227622,0.009545,0.0283084,-0.0262679,-0.0274612,-0.0239061,-0.40784,0.101985,0.708107,-0.650048,-0.526274,-0.40916,0.50281,-3.82211,9.3196,-7.74009,-0.795291,1.48423
0.101,-0.0231697,0.00964505,0.0290212,-0.0269218,-0.0279879,-0.0243145,-0.407264,0.0980938,0.717421,-0.657754,-0.526982,-0.40759,0.649618,-3.96002,9.30744,-7.67141,-0.620315,1.65532
0.102,-0.0235767,0.00974114,0.0297432,-0.0275834,-0.0285151,-0.0247212,-0.406541,0.0940652,0.726722,-0.66539,-0.527515,-0.40585,0.794458,-4.09682,9.29483,-7.60037,-0.446148,1.82408
0.103,-0.0239828,0.00983314,0.0304746,-0.0282526,-0.0290428,-0.0251261,-0.405675,0.0899005,0.73601,-0.672954,-0.527874,-0.403942,0.937189,-4.23242,9.28183,-7.52697,-0.272921,1.99037
0.104,-0.024388,0.0099209,0.0312153,-0.0289293,-0.0295708,-0.025529,-0.404668,0.0856008,0.745286,-0.680443,-0.528061,-0.40187,1.07767,-4.36672,9.26847,-7.45125,-0.100763,2.15402
0.105,-0.0247921,0.0100043,0.0319652,-0.0296134,-0.0300989,-0.0259298,-0.403521,0.0811675,0.754547,-0.687856,-0.528076,-0.399635,1.21576,-4.49964,9.25481,-7.3732,0.0701945,2.31487
0.106,-0.025195,0.0100832,0.0327244,-0.030305,-0.0306269,-0.0263283,-0.402237,0.0766021,0.763795,-0.695189,-0.527921,-0.397241,1.35132,-4.63108,9.2409,-7.29285,0.239821,2.47276
0.107,-0.0255965,0.0101575,0.0334928,-0.0310038,-0.0311547,-0.0267242,-0.400819,0.0719059,0.773029,-0.702441,-0.527597,-0.394691,1.48421,-4.76096,9.22677,-7.21022,0.407988,2.62755
0.108,-0.0259965,0.010227,0.0342704,-0.0317098,-0.031682,-0.0271176,-0.39927,0.0670807,0.782249,-0.709609,-0.527106,-0.391987,1.61428,-4.88918,9.2125,-7.12531,0.574562,2.77905
0.109,-0.026395,0.0102916,0.0350573,-0.032423,-0.0322088,-0.0275082,-0.397592,0.0621281,0.791454,-0.716691,-0.526449,-0.389134,1.74141,-5.01565,9.19811,-7.03815,0.739416,2.92712
0.11,-0.0267917,0.0103512,0.0358533,-0.0331432,-0.0327349,-0.0278958,-0.395788,0.05705,0.800645,-0.723684,-0.525627,-0.386134,1.86544,-5.14028,9.18365,-6.94874,0.902417,3.0716
0.111,-0.0271865,0.0104056,0.0366585,-0.0338703,-0.03326,-0.0282804,-0.393862,0.0518482,0.809821,-0.730587,-0.524644,-0.382992,1.98624,-5.26299,9.16919,-6.85711,1.06344,3.21233
0.112,-0.0275794,0.0104548,0.0374729,-0.0346043,-0.0337841,-0.0286617,-0.391817,0.0465247,0.818983,-0.737398,-0.523501,-0.379711,2.10366,-5.38367,9.15476,-6.76327,1.22234,3.34915
0.113,-0.0279701,0.0104986,0.0382965,-0.0353451,-0.034307,-0.0290398,-0.389656,0.0410816,0.828131,-0.744113,-0.5222,-0.376295,2.21757,-5.50225,9.14041,-6.66724,1.37901,3.48189
0.114,-0.0283586,0.010537,0.0391292,-0.0360925,-0.0348285,-0.0294143,-0.387383,0.035521,0.837264,-0.750731,-0.520744,-0.372749,2.32783,-5.61862,9.12619,-6.56902,1.5333,3.61041
0.115,-0.0287448,0.0105696,0.039971,-0.0368465,-0.0353484,-0.0297852,-0.385001,0.0298451,0.846383,-0.75725,-0.519135,-0.369076,2.43429,-5.7327,9.11215,-6.46865,1.68509,3.73454
0.116,-0.0291286,0.0105966,0.040822,-0.037607,-0.0358667,-0.0301524,-0.382515,0.0240563,0.855488,-0.763668,-0.517375,-0.365281,2.53681,-5.8444,9.09834,-6.36612,1.83424,3.85411
0.117,-0.0295098,0.0106177,0.041682,-0.0383738,-0.0363831,-0.0305157,-0.379929,0.0181571,0.86458,-0.769982,-0.515467,-0.361369,2.63526,-5.95363,9.0848,-6.26147,1.98063,3.96899
0.118,-0.0298884,0.0106329,0.0425511,-0.0391469,-0.0368976,-0.0308751,-0.377246,0.0121499,0.873658,-0.77619,-0.513414,-0.357345,2.72949,-6.06029,9.07159,-6.15469,2.12412,4.07899
0.119,-0.0302643,0.010642,0.0434293,-0.0399261,-0.0374099,-0.0312304,-0.374471,0.00603743,0.882723,-0.782291,-0.51122,-0.353213,2.81936,-6.16429,9.05875,-6.04582,2.26459,4.18397
0.12,-0.0306374,0.0106449,0.0443166,-0.0407114,-0.03792,-0.0315815,-0.371609,-0.000177728,0.891776,-0.788281,-0.508886,-0.348978,2.90474,-6.26555,9.04633,-5.93486,2.40191,4.28376
0.121,-0.0310075,0.0106416,0.0452129,-0.0415027,-0.0384276,-0.0319283,-0.368664,-0.00649273,0.900816,-0.79416,-0.506417,-0.344647,2.98548,-6.36398,9.03438,-5.82183,2.53593,4.37821
0.122,-0.0313747,0.0106319,0.0461182,-0.0422997,-0.0389328,-0.0322708,-0.36564,-0.0129047,0.909845,-0.799924,-0.503816,-0.340224,3.06144,-6.45947,9.02294,-5.70675,2.66655,4.46716
