0,0,0,0,0,0
-3.5027e-08,-6.38977e-08,4.87619e-08,9.92865e-09,3.11758e-08,9.59718e-08
-2.79476e-07,-5.07927e-07,3.88313e-07,7.74094e-08,2.48309e-07,7.61428e-07
-9.40731e-07,-1.70331e-06,1.30457e-06,2.54481e-07,8.34347e-07,2.54849e-06
-2.22395e-06,-4.01165e-06,3.07816e-06,5.87251e-07,1.96897e-06,5.99056e-06
-4.33206e-06,-7.78499e-06,5.98449e-06,1.11598e-06,3.82858e-06,1.16025e-05
-7.46576e-06,-1.3366e-05,1.02938e-05,1.8752e-06,6.58638e-06,1.98808e-05
-1.18235e-05,-2.10879e-05,1.62711e-05,2.89374e-06,1.04123e-05,3.1304e-05
-1.76015e-05,-3.12747e-05,2.41766e-05,4.19491e-06,1.54731e-05,4.63325e-05
-2.49937e-05,-4.42414e-05,3.4265e-05,5.79652e-06,2.19323e-05,6.54094e-05
-3.41919e-05,-6.02937e-05,4.67865e-05,7.71097e-06,2.99503e-05,8.896e-05
-4.53854e-05,-7.97285e-05,6.1986e-05,9.94542e-06,3.96842e-05,0.000117393
-5.87616e-05,-0.000102834,8.01038e-05,1.25018e-05,5.12881e-05,0.000151098
-7.45052e-05,-0.000129889,0.000101375,1.53768e-05,6.49129e-05,0.000190451
-9.27991e-05,-0.000161165,0.00012603,1.85624e-05,8.07063e-05,0.00023581
-0.000113824,-0.000196923,0.000154295,2.20453e-05,9.8813e-05,0.000287515
-0.000137757,-0.000237416,0.000186391,2.58076e-05,0.000119375,0.000345892
-0.000164775,-0.000282891,0.000222535,2.98265e-05,0.00014253,0.000411249
-0.00019505,-0.000333584,0.000262937,3.40746e-05,0.000168413,0.000483882
-0.000228756,-0.000389723,0.000307805,3.852e-05,0.000197158,0.000564067
-0.000266059,-0.000451529,0.000357343,4.31263e-05,0.000228894,0.000652067
-0.000307128,-0.000519215,0.000411748,4.78524e-05,0.000263746,0.00074813
-0.000352126,-0.000592986,0.000471214,5.26535e-05,0.000301838,0.000852488
