0,0,0,0,0,0
-0.000104988,-0.000191285,0.000146062,2.95327e-05,9.33902e-05,0.00028712
-0.000418473,-0.000758642,0.000580692,0.0001141,0.000371368,0.00113581
-0.00093823,-0.00169239,0.00129859,0.000247726,0.000830654,0.00252722
-0.00166203,-0.00298295,0.00229449,0.000424522,0.00146799,0.00444271
-0.00258764,-0.00462084,0.00356321,0.000638694,0.00228011,0.00686387
-0.00371283,-0.00659666,0.00509957,0.000884537,0.0032638,0.0097725
-0.00503536,-0.00890112,0.00689848,0.00115644,0.00441584,0.0131506
-0.00655297,-0.011525,0.00895486,0.00144887,0.005733,0.0169804
-0.00826342,-0.0144593,0.0112637,0.0017564,0.00721212,0.0212443
-0.0101645,-0.0176949,0.0138201,0.0020737,0.00885,0.025925
-0.0122538,-0.0212229,0.016619,0.00239551,0.0106435,0.0310053
-0.0145293,-0.0250345,0.0196557,0.00271666,0.0125895,0.0364684
-0.0169885,-0.029121,0.0229253,0.0030321,0.0146847,0.0422975
-0.0196293,-0.0334738,0.026423,0.00333684,0.0169262,0.0484761
-0.0224493,-0.0380843,0.0301441,0.003626,0.0193109,0.054988
-0.0254464,-0.0429441,0.0340839,0.00389478,0.0218355,0.0618171
-0.0286181,-0.0480449,0.0382378,0.00413847,0.0244971,0.0689475
-0.0319622,-0.0533785,0.0426013,0.00435247,0.0272925,0.0763636
-0.0354765,-0.0589367,0.0471697,0.00453225,0.0302189,0.0840501
-0.0391585,-0.0647114,0.0519387,0.00467337,0.033273,0.0919916
-0.0430062,-0.0706947,0.0569037,0.00477149,0.0364519,0.100173
-0.047017,-0.0768787,0.0620604,0.00482237,0.0397527,0.10858
-0.0511887,-0.0832558,0.0674045,0.00482185,0.0431723,0.117198
-0.0555191,-0.0898181,0.0729316,0.00476584,0.0467077,0.126012
-0.0600058,-0.0965583,0.0786375,0.00465039,0.050356,0.135008
-0.0646464,-0.103469,0.0845181,0.00447159,0.0541142,0.144173
-0.0694387,-0.110542,0.0905691,0.00422566,0.0579795,0.153492
-0.0743803,-0.117771,0.0967865,0.00390888,0.0619489,0.162953
-0.0794689,-0.125148,0.103166,0.00351765,0.0660194,0.172541
-0.0847021,-0.132667,0.109704,0.00304843,0.0701884,0.182244
-0.0900776,-0.14032,0.116397,0.0024978,0.0744528,0.192049
-0.0955932,-0.148101,0.12324,0.00186242,0.0788097,0.201944
-0.101246,-0.156002,0.130229,0.00113903,0.0832565,0.211915
-0.107035,-0.164018,0.137362,0.000324469,0.0877902,0.221951
-0.112956,-0.17214,0.144633,-0.000584326,0.092408,0.23204
-0.119008,-0.180364,0.15204,-0.00159034,0.0971072,0.24217
-0.125188,-0.188682,0.159578,-0.00269645,0.101885,0.252329
-0.131494,-0.197088,0.167244,-0.00390546,0.106738,0.262506
-0.137923,-0.205576,0.175035,-0.00522008,0.111665,0.27269
-0.144473,-0.214139,0.182947,-0.00664292,0.116662,0.28287
-0.151142,-0.222773,0.190976,-0.0081765,0.121726,0.293035
-0.157928,-0.23147,0.19912,-0.00982326,0.126856,0.303175
-0.164827,-0.240226,0.207374,-0.0115855,0.132047,0.313279
-0.171838,-0.249033,0.215735,-0.0134656,0.137298,0.323338
-0.178958,-0.257887,0.224201,-0.0154656,0.142606,0.333342
-0.186184,-0.266782,0.232767,-0.0175876,0.147968,0.34328
-0.193515,-0.275713,0.241431,-0.0198335,0.153382,0.353144
-0.200948,-0.284674,0.25019,-0.0222054,0.158845,0.362924
-0.20848,-0.29366,0.25904,-0.0247049,0.164353,0.372612
-0.216109,-0.302665,0.267978,-0.0273337,0.169906,0.382198
-0.223833,-0.311685,0.277002,-0.0300936,0.1755,0.391674
-0.231649,-0.320715,0.286108,-0.0329859,0.181132,0.401032
-0.239555,-0.32975,0.295294,-0.0360123,0.186801,0.410263
-0.247548,-0.338785,0.304557,-0.0391739,0.192503,0.41936
-0.255626,-0.347816,0.313894,-0.042472,0.198236,0.428315
-0.263787,-0.356837,0.323301,-0.0459078,0.203998,0.43712
-0.272027,-0.365844,0.332778,-0.0494825,0.209785,0.445768
-0.280346,-0.374834,0.34232,-0.0531968,0.215596,0.454252
-0.288739,-0.3838,0.351925,-0.0570518,0.221429,0.462566
-0.297205,-0.392741,0.361591,-0.0610483,0.22728,0.470701
-0.305741,-0.40165,0.371315,-0.0651868,0.233147,0.478654
-0.314344,-0.410525,0.381095,-0.0694682,0.239028,0.486416
-0.323013,-0.419361,0.390928,-0.0738928,0.24492,0.493982
-0.331745,-0.428155,0.400812,-0.0784611,0.250822,0.501346
-0.340537,-0.436902,0.410744,-0.0831735,0.25673,0.508502
-0.349386,-0.4456,0.420723,-0.0880302,0.262642,0.515446
-0.358291,-0.454244,0.430746,-0.0930314,0.268556,0.522172
-0.367249,-0.462831,0.440811,-0.0981771,0.27447,0.528676
-0.376257,-0.471359,0.450916,-0.103467,0.280382,0.534951
-0.385313,-0.479822,0.461059,-0.108902,0.286288,0.540995
-0.394414,-0.48822,0.471237,-0.114481,0.292187,0.546802
-0.403558,-0.496547,0.481449,-0.120204,0.298077,0.552369
-0.412742,-0.504802,0.491693,-0.12607,0.303954,0.557692
-0.421964,-0.512982,0.501967,-0.132079,0.309818,0.562767
-0.431222,-0.521083,0.512268,-0.138231,0.315666,0.567591
-0.440511,-0.529103,0.522596,-0.144525,0.321495,0.57216
-0.449831,-0.53704,0.532949,-0.15096,0.327303,0.576472
-0.459179,-0.544891,0.543325,-0.157535,0.333089,0.580524
-0.468552,-0.552654,0.553721,-0.164249,0.33885,0.584312
-0.477947,-0.560326,0.564138,-0.171102,0.344583,0.587836
-0.487362,-0.567905,0.574572,-0.178092,0.350287,0.591092
-0.496795,-0.575389,0.585023,-0.185217,0.35596,0.59408
-0.506242,-0.582777,0.595489,-0.192478,0.361599,0.596796
-0.515702,-0.590065,0.605969,-0.199872,0.367203,0.59924
-0.525172,-0.597253,0.616462,-0.207398,0.372769,0.60141
-0.534649,-0.604339,0.626965,-0.215054,0.378296,0.603305
-0.54413,-0.61132,0.637478,-0.222838,0.38378,0.604925
-0.553614,-0.618196,0.648,-0.23075,0.389221,0.606268
-0.563097,-0.624966,0.658529,-0.238786,0.394616,0.607335
-0.572576,-0.631627,0.669065,-0.246946,0.399963,0.608125
-0.58205,-0.638178,0.679606,-0.255226,0.40526,0.608638
-0.591516,-0.644619,0.690151,-0.263626,0.410506,0.608875
-0.600971,-0.650948,0.700699,-0.272142,0.415697,0.608835
-0.610412,-0.657165,0.71125,-0.280773,0.420833,0.60852
-0.619838,-0.663268,0.721802,-0.289516,0.425912,0.60793
-0.629244,-0.669257,0.732355,-0.298369,0.430931,0.607066
-0.638629,-0.675131,0.742908,-0.307328,0.435888,0.60593
-0.64799,-0.68089,0.753459,-0.316392,0.440782,0.604524
-0.657325,-0.686533,0.76401,-0.325558,0.445611,0.602848
-0.66663,-0.692059,0.774558,-0.334822,0.450373,0.600905
-0.675904,-0.697469,0.785104,-0.344183,0.455066,0.598697
-0.685143,-0.702763,0.795646,-0.353636,0.459688,0.596227
-0.694345,-0.707939,0.806184,-0.363179,0.464237,0.593496
-0.703507,-0.712999,0.816719,-0.372809,0.468712,0.590508
-0.712627,-0.717943,0.827248,-0.382522,0.473112,0.587266
-0.721701,-0.722769,0.837773,-0.392314,0.477433,0.583773
-0.730728,-0.72748,0.848293,-0.402183,0.481674,0.580032
-0.739705,-0.732075,0.858807,-0.412125,0.485834,0.576047
-0.748628,-0.736554,0.869315,-0.422136,0.489911,0.571822
-0.757496,-0.740919,0.879818,-0.432213,0.493903,0.567361
-0.766305,-0.74517,0.890314,-0.442351,0.497809,0.562669
-0.775054,-0.749308,0.900805,-0.452547,0.501627,0.557749
-0.783738,-0.753333,0.91129,-0.462797,0.505354,0.552607
-0.792356,-0.757247,0.921768,-0.473096,0.50899,0.547247
-0.800905,-0.761051,0.932241,-0.48344,0.512533,0.541675
